,selling_price,make,model,year,seller_type,km_driven,fuel_type,transmission_type,mileage,engine,max_power,seats
222,8.9,Ford,Ecosport 2015-2021 1.5 Diesel Titanium Plus BSIV,6.0,Individual,7500,Diesel,Manual,23.0,1498.0,98.96,5.0
223,7.75,Tata,Safari Storme EX,8.0,Dealer,47227,Diesel,Manual,14.0,2179.0,138.1,7.0
224,4.35,Maruti,Wagon R CNG LXI BSIV,6.0,Dealer,52000,CNG,Manual,33.54,998.0,67.04,5.0
225,1.85,Ford,Figo Diesel ZXI,12.0,Dealer,74000,Diesel,Manual,20.0,1399.0,68.05,5.0
226,4.4,Mahindra,Bolero 2011-2019 SLX,13.0,Dealer,47000,Diesel,Manual,15.96,2523.0,62.1,7.0
227,4.5,Hyundai,i20 Sportz 1.2,9.0,Individual,50000,Petrol,Manual,18.6,1197.0,81.83,5.0
228,6.0,Maruti,Baleno Zeta 1.2,7.0,Individual,100000,Petrol,Manual,21.4,1197.0,83.1,5.0
229,3.2,Maruti,Celerio VXI,10.0,Individual,35000,Petrol,Manual,23.1,998.0,67.04,5.0
230,7.0,Hyundai,i20 Active 1.4 SX,8.0,Individual,50000,Diesel,Manual,21.19,1396.0,88.73,5.0
231,6.3,Ford,Aspire 1.2 Ti-VCT Titanium,6.0,Individual,10000,Petrol,Manual,18.16,1196.0,86.8,5.0
232,3.2,Maruti,Alto 800 VXI Airbag,8.0,Individual,10370,Petrol,Manual,22.74,796.0,47.3,5.0
233,4.65,Honda,City V MT,11.0,Dealer,62000,Petrol,Manual,16.8,1497.0,116.3,5.0
234,2.75,Tata,Manza Aura Quadrajet BS IV,13.0,Individual,70000,Diesel,Manual,21.12,1248.0,88.8,5.0
235,3.7,Nissan,Sunny Diesel XL,11.0,Individual,250000,Diesel,Manual,21.64,1461.0,84.8,5.0
236,5.5,Hyundai,i20 Sportz 1.2,8.0,Individual,40000,Petrol,Manual,18.6,1197.0,81.83,5.0
237,4.45,Maruti,Swift VVT VXI,7.0,Individual,60000,Petrol,Manual,22.0,1197.0,81.8,5.0
238,7.05,Tata,Safari Storme VX,11.0,Dealer,67231,Diesel,Manual,14.0,2179.0,138.1,7.0
239,2.7,Maruti,Wagon R CNG LXI BSIV,11.0,Dealer,64000,CNG,Manual,33.54,998.0,67.04,5.0
240,4.2,Nissan,Micra Diesel XV,12.0,Dealer,142587,Diesel,Manual,23.08,1461.0,63.1,5.0
241,4.75,Honda,City i DTec SV,10.0,Dealer,63000,Diesel,Manual,26.0,1498.0,98.6,5.0
242,17.55,Toyota,Fortuner 4x4 MT,9.0,Individual,80000,Diesel,Manual,12.55,2982.0,168.5,7.0
243,3.5,Honda,City 2017-2020 VTEC,13.0,Dealer,55000,Petrol,Manual,16.9,1497.0,100.0,5.0
244,5.75,Hyundai,i20 2015-2017 Sportz Option 1.2,8.0,Dealer,11000,Petrol,Manual,18.6,1197.0,81.83,5.0
245,4.66,Toyota,Etios Liva GD,8.0,Dealer,66000,Diesel,Manual,23.59,1364.0,67.06,5.0
246,3.6,Renault,KWID 1.0 RXT Optional,7.0,Individual,17000,Petrol,Manual,23.01,999.0,67.0,5.0
247,2.75,Maruti,Alto 800 VXI Optional,7.0,Individual,25000,Petrol,Manual,24.7,796.0,47.3,5.0
248,3.2,Datsun,GO Plus D,8.0,Individual,33350,Petrol,Manual,19.44,1198.0,67.0,7.0
249,0.95,Maruti,Omni 5 Str STD,24.0,Individual,45000,Petrol,Manual,14.0,796.0,35.0,5.0
250,3.7,Hyundai,Grand i10 Magna,9.0,Dealer,62000,Petrol,Manual,18.9,1197.0,82.0,5.0
251,2.5,Honda,Brio E MT,11.0,Individual,30000,Petrol,Manual,19.4,1198.0,86.8,5.0
252,2.75,Maruti,Swift Dzire ZXi,15.0,Individual,59000,Petrol,Manual,17.5,1298.0,85.8,5.0
253,19.5,Mercedes-Benz,GLA AMG 45 4MATIC,9.0,Dealer,20000,Petrol,Automatic,12.33,1991.0,375.48,5.0
254,5.5,Honda,City i VTEC V,10.0,Dealer,86113,Petrol,Manual,17.4,1497.0,117.3,5.0
255,13.25,Toyota,Corolla Altis Diesel D4DG,8.0,Dealer,45000,Diesel,Manual,21.43,1364.0,87.2,5.0
256,7.5,Maruti,Swift Dzire VDI,6.0,Individual,10000,Diesel,Manual,28.4,1248.0,74.02,5.0
257,2.9,Nissan,Micra XV,13.0,Dealer,70000,Petrol,Manual,18.06,1198.0,75.0,5.0
258,2.72,Maruti,Wagon R VXI,9.0,Individual,92537,Petrol,Manual,20.51,998.0,67.04,5.0
259,9.51,Maruti,Ciaz 1.3 Alpha,5.0,Dealer,27645,Diesel,Manual,28.09,1248.0,88.5,5.0
260,2.8,Maruti,Alto K10 2010-2014 VXI,11.0,Individual,46242,Petrol,Manual,20.92,998.0,67.1,5.0
261,5.45,Honda,City V MT AVN,11.0,Individual,70000,Petrol,Manual,16.8,1497.0,116.3,5.0
262,4.5,Renault,KWID RXT,4.0,Individual,6000,Petrol,Manual,22.3,799.0,53.26,5.0
263,4.8,Hyundai,i20 2015-2017 Magna 1.2,7.0,Dealer,64000,Petrol,Manual,18.6,1197.0,81.83,5.0
264,10.6,Mahindra,Scorpio 1.99 S10,7.0,Dealer,93000,Diesel,Manual,15.4,1997.0,120.0,7.0
265,2.35,Maruti,Alto 800 LXI,11.0,Dealer,26200,Petrol,Manual,22.74,796.0,47.3,5.0
266,5.9,Maruti,Baleno Zeta 1.2,7.0,Individual,25000,Petrol,Manual,21.4,1197.0,83.1,5.0
267,7.5,Mahindra,TUV 300 mHAWK100 T8 Dual Tone,7.0,Individual,80000,Diesel,Manual,18.49,1493.0,100.0,7.0
268,4.5,Mahindra,TUV 300 T4,8.0,Individual,70000,Diesel,Manual,18.49,1493.0,100.0,7.0
269,29.5,Toyota,Fortuner 2016-2021 2.8 2WD AT BSIV,6.0,Dealer,50000,Diesel,Automatic,12.9,2755.0,174.5,7.0
270,1.1,Hyundai,Santro Xing GLS,16.0,Individual,80000,Petrol,Manual,17.92,1086.0,62.1,5.0
271,2.8,Mahindra,Scorpio M2DI,17.0,Individual,110000,Diesel,Manual,13.5,2179.0,115.0,5.0
272,18.51,Audi,A4 30 TFSI Premium Plus,8.0,Dealer,55000,Petrol,Automatic,17.84,1395.0,147.51,5.0
273,7.5,Honda,City i-VTEC S,6.0,Individual,25000,Petrol,Manual,17.4,1497.0,117.3,5.0
274,4.0,Hyundai,Grand i10 Magna,9.0,Dealer,36000,Petrol,Manual,18.9,1197.0,81.86,5.0
275,5.3,Maruti,Swift Dzire ZDI,9.0,Individual,40000,Diesel,Manual,26.59,1248.0,74.0,5.0
276,8.7,Mahindra,Thar CRDe,6.0,Individual,25000,Diesel,Manual,16.55,2498.0,105.0,6.0
277,2.95,Renault,KWID RXL,6.0,Dealer,30038,Petrol,Manual,25.17,799.0,53.3,5.0
278,3.7,Tata,Tiago 1.05 Revotorq XE,7.0,Individual,53000,Diesel,Manual,27.28,1047.0,69.0,5.0
279,5.3,Maruti,Swift VXI,6.0,Individual,5000,Petrol,Manual,21.21,1197.0,81.8,5.0
280,6.0,Hyundai,Xcent 1.1 CRDi SX Option,10.0,Individual,41217,Diesel,Manual,24.4,1120.0,71.0,5.0
281,3.5,Renault,KWID Climber 1.0 AMT,7.0,Individual,35000,Petrol,Automatic,24.04,999.0,67.0,5.0
282,4.7,Ford,Ecosport 1.5 DV5 MT Titanium,11.0,Dealer,62000,Diesel,Manual,22.7,1498.0,89.84,5.0
283,3.9,Ford,Aspire 1.5 TDCi Trend,9.0,Individual,42000,Diesel,Manual,25.83,1498.0,99.0,5.0
284,1.16,Ambassador,Avigo 2000 DSZ,19.0,Individual,120000,Diesel,Manual,13.2,1995.0,56.0,5.0
285,9.2,Mahindra,Scorpio S10 7 Seater,9.0,Individual,80000,Diesel,Manual,15.4,2179.0,120.0,7.0
286,5.5,Mahindra,XUV500 W8 2WD,11.0,Individual,60000,Diesel,Manual,15.1,2179.0,140.0,7.0
287,6.35,Hyundai,Verna 1.6 SX,10.0,Individual,45000,Diesel,Manual,22.32,1582.0,126.32,5.0
288,12.5,Mahindra,XUV500 AT W8 FWD,7.0,Dealer,50000,Diesel,Automatic,16.0,2179.0,140.0,7.0
289,3.0,Maruti,Alto 800 VXI,6.0,Individual,12000,Petrol,Manual,24.7,796.0,47.3,5.0
290,9.6,Honda,City i-VTEC CVT V,6.0,Individual,12000,Petrol,Automatic,18.0,1497.0,117.6,5.0
291,7.5,Maruti,Vitara Brezza VDi Option,6.0,Individual,15000,Diesel,Manual,24.3,1248.0,88.5,5.0
292,2.49,Volkswagen,Polo Petrol Trendline 1.2L,13.0,Dealer,63000,Petrol,Manual,16.47,1198.0,73.9,5.0
293,14.0,Tata,Hexa XT,6.0,Individual,30000,Diesel,Manual,17.6,2179.0,153.86,7.0
294,2.5,Ford,Figo Diesel ZXI,13.0,Individual,160800,Diesel,Manual,20.0,1399.0,68.0,5.0
295,6.1,Hyundai,Verna 1.6 SX,10.0,Individual,120000,Diesel,Manual,22.32,1582.0,126.32,5.0
296,1.65,Maruti,Zen Estilo VXI BSIII,14.0,Dealer,62821,Petrol,Manual,18.2,998.0,67.1,5.0
297,5.45,Ford,Ecosport 2015-2021 1.5 Diesel Ambiente,8.0,Dealer,78247,Diesel,Manual,21.7,1498.0,98.96,5.0
298,4.8,Hyundai,Verna 1.6 CRDi EX MT,11.0,Individual,113000,Diesel,Manual,22.32,1582.0,126.3,5.0
299,3.95,Hyundai,i20 2015-2017 Asta Option 1.2,10.0,Dealer,52000,Petrol,Manual,18.6,1197.0,81.83,5.0
300,4.95,Toyota,Innova 2.5 G (Diesel) 7 Seater,12.0,Dealer,109000,Diesel,Manual,12.99,2494.0,100.6,7.0
301,4.7,Hyundai,Grand i10 Asta Option,7.0,Individual,90000,Petrol,Manual,18.9,1197.0,82.0,5.0
302,2.0,Tata,Indica eXeta eGLX,13.0,Individual,35000,Petrol,Manual,16.84,1193.0,64.4,5.0
303,2.8,Skoda,Laura 1.9 TDI MT Ambiente,14.0,Individual,90000,Diesel,Manual,17.0,1896.0,105.0,5.0
304,1.49,Chevrolet,Aveo 1.4 LS Limited Edition,16.0,Dealer,62001,Petrol,Manual,14.4,1399.0,94.0,5.0
305,2.0,Volkswagen,Polo Diesel Trendline 1.2L,13.0,Dealer,98000,Diesel,Manual,22.07,1199.0,73.9,5.0
306,6.99,Hyundai,i20 Active 1.4 SX,8.0,Individual,20000,Diesel,Manual,21.19,1396.0,88.73,5.0
307,3.15,Toyota,Corolla Altis 1.8 G,14.0,Dealer,57000,Petrol,Manual,14.28,1798.0,138.03,5.0
308,3.4,Maruti,Wagon R VXI,10.0,Individual,21717,Petrol,Manual,20.51,998.0,67.04,5.0
309,5.0,Renault,Duster 85PS Diesel RxL,10.0,Individual,40000,Diesel,Manual,20.45,1461.0,83.8,5.0
310,10.5,Honda,City i-VTEC ZX,7.0,Individual,50000,Petrol,Manual,17.14,1497.0,117.6,5.0
311,6.0,Renault,Duster 110PS Diesel RxZ,8.0,Individual,90000,Diesel,Manual,19.6,1461.0,108.45,5.0
312,4.78,Fiat,Avventura Urban Cross 1.3 Multijet Active,7.0,Individual,90000,Diesel,Manual,20.5,1248.0,91.72,5.0
313,4.91,Maruti,Swift VXI Optional,7.0,Dealer,27876,Petrol,Manual,20.4,1197.0,81.8,5.0
314,28.9,Land,Rover Discovery Sport Si4 HSE,8.0,Dealer,56000,Petrol,Automatic,12.63,1999.0,177.0,5.0
315,1.6,Hyundai,i10 Asta,16.0,Individual,57215,Petrol,Manual,20.36,1197.0,78.9,5.0
316,9.85,Hyundai,Venue SX Turbo BSIV,5.0,Dealer,5400,Petrol,Manual,18.27,998.0,118.35,5.0
317,5.0,Maruti,Swift Dzire VDI,10.0,Individual,60000,Diesel,Manual,23.4,1248.0,74.0,5.0
318,3.35,Tata,Tiago 1.2 Revotron XT,7.0,Individual,24800,Petrol,Manual,23.84,1199.0,84.0,5.0
319,0.85,Maruti,Alto LXi BSIII,19.0,Individual,70000,Petrol,Manual,19.7,796.0,46.3,5.0
320,9.5,Honda,BRV i-DTEC VX MT,8.0,Dealer,59450,Diesel,Manual,21.9,1498.0,98.6,7.0
321,7.4,Honda,Jazz VX CVT,6.0,Dealer,20000,Petrol,Automatic,17.1,1199.0,88.51,5.0
322,2.0,Tata,Indica Vista Terra 1.4 TDI,14.0,Individual,90000,Diesel,Manual,17.0,1405.0,71.0,5.0
323,3.75,Maruti,Swift VXI,11.0,Dealer,34553,Petrol,Manual,22.0,1197.0,81.8,5.0
324,8.1,Maruti,Vitara Brezza VDi,6.0,Individual,40000,Diesel,Manual,24.3,1248.0,88.5,5.0
325,1.73,Volkswagen,Polo Petrol Trendline 1.2L,14.0,Individual,350000,Petrol,Manual,16.47,1198.0,73.9,5.0
326,7.0,Maruti,Vitara Brezza VDi,7.0,Individual,50000,Diesel,Manual,24.3,1248.0,88.5,5.0
327,3.1,Mahindra,KUV 100 mFALCON D75 K4,8.0,Individual,70000,Diesel,Manual,25.32,1198.0,77.0,6.0
328,8.5,Mahindra,Scorpio 1.99 S4,7.0,Individual,120000,Diesel,Manual,15.4,1997.0,120.0,7.0
329,2.85,Hyundai,i20 Era 1.4 CRDi,11.0,Individual,90000,Diesel,Manual,22.54,1396.0,88.76,5.0
330,4.5,Maruti,Swift Dzire VDI,10.0,Individual,120000,Diesel,Manual,23.4,1248.0,74.0,5.0
331,11.0,Hyundai,Creta 1.6 CRDi SX,7.0,Individual,80000,Diesel,Manual,19.67,1582.0,126.2,5.0
332,3.5,Mahindra,Xylo E4 BS IV,13.0,Individual,155000,Diesel,Manual,14.0,2498.0,112.0,7.0
333,10.8,Mahindra,Scorpio 1.99 S6 Plus,7.0,Individual,30000,Diesel,Manual,15.4,1997.0,120.0,7.0
334,5.3,Honda,City i DTEC V,10.0,Dealer,66100,Diesel,Manual,26.0,1498.0,98.6,5.0
335,6.8,Maruti,Swift Dzire VDI,7.0,Individual,50000,Diesel,Manual,28.4,1248.0,74.02,5.0
336,10.25,Mahindra,Scorpio 1.99 S4 Plus,7.0,Dealer,42000,Diesel,Manual,15.4,1997.0,120.0,7.0
337,6.5,Hyundai,i20 1.2 Spotz,7.0,Individual,55000,Petrol,Manual,18.6,1197.0,81.83,5.0
338,1.94,Hyundai,i10 Magna,12.0,Dealer,110699,Petrol,Manual,20.36,1197.0,78.9,5.0
339,6.86,Maruti,Baleno Delta Automatic,5.0,Individual,5000,Petrol,Automatic,21.4,1197.0,83.1,5.0
340,2.0,Maruti,Alto 800 LXI,8.0,Individual,50000,Petrol,Manual,22.74,796.0,47.3,5.0
341,2.5,Maruti,Swift Dzire VXI,14.0,Dealer,44000,Petrol,Manual,19.1,1197.0,85.8,5.0
342,7.3,Maruti,Vitara Brezza VDi Option,6.0,Individual,90000,Diesel,Manual,24.3,1248.0,88.5,5.0
343,6.5,Hyundai,Verna 1.6 VTVT SX,8.0,Dealer,55000,Petrol,Manual,17.01,1591.0,121.3,5.0
344,7.9,Maruti,Vitara Brezza ZDi Plus Dual Tone,7.0,Dealer,45000,Diesel,Manual,24.3,1248.0,88.5,5.0
345,6.2,Maruti,Baleno Zeta 1.2,7.0,Individual,30000,Petrol,Manual,21.4,1197.0,83.1,5.0
346,5.1,Hyundai,Verna 1.6 VTVT,11.0,Individual,50000,Petrol,Manual,17.01,1591.0,121.3,5.0
347,3.75,Maruti,Eeco 5 Seater AC BSIV,11.0,Individual,20000,Petrol,Manual,15.37,1196.0,73.0,5.0
348,5.25,Nissan,Terrano XV 110 PS,9.0,Dealer,69000,Diesel,Manual,19.01,1461.0,108.5,5.0
349,6.2,Maruti,Swift Dzire AMT VXI,7.0,Trustmark Dealer,19843,Petrol,Automatic,21.21,1197.0,81.8,5.0
350,2.7,Tata,Indigo LS (TDI) BS-III,10.0,Individual,20000,Diesel,Manual,19.09,1405.0,69.01,5.0
351,9.5,Ford,Endeavour 3.0L 4X4 AT,13.0,Individual,30000,Diesel,Automatic,11.4,2953.0,153.86,7.0
352,14.5,Toyota,Innova Crysta 2016-2020 2.4 G MT,7.0,Dealer,52300,Diesel,Manual,13.68,2393.0,147.51,7.0
353,8.45,Honda,City i VTEC CVT SV,8.0,Individual,40000,Petrol,Automatic,18.0,1497.0,117.3,5.0
354,3.9,Maruti,Swift Dzire LDI,10.0,Dealer,61500,Diesel,Manual,23.4,1248.0,74.0,5.0
355,3.95,Honda,Amaze S i-Vtech,9.0,Dealer,59000,Petrol,Manual,18.0,1198.0,86.7,5.0
356,4.5,Hyundai,Grand i10 1.2 Kappa Sportz Dual Tone,6.0,Individual,40000,Petrol,Manual,18.9,1197.0,81.86,5.0
357,17.0,Audi,A6 2.0 TDI,11.0,Individual,60000,Diesel,Automatic,17.68,1968.0,174.33,5.0
358,3.25,Hyundai,Grand i10 Magna,11.0,Dealer,61000,Petrol,Manual,18.9,1197.0,82.0,5.0
359,3.5,Mahindra,KUV 100 mFALCON D75 K4,8.0,Individual,70000,Diesel,Manual,25.32,1198.0,77.0,6.0
360,6.5,Mahindra,XUV500 W8 2WD,11.0,Dealer,63000,Diesel,Manual,15.1,2179.0,140.0,7.0
361,12.5,Mercedes-Benz,E-Class E 200 CGI,12.0,Dealer,58000,Petrol,Manual,12.3,1796.0,185.0,5.0
362,2.2,Maruti,Zen Estilo VXI BSIV,11.0,Individual,40000,Petrol,Manual,19.0,998.0,67.1,5.0
363,3.5,Mahindra,Quanto C8,9.0,Individual,49000,Diesel,Manual,17.21,1493.0,100.0,7.0
364,7.5,Maruti,Swift Dzire VDI,7.0,Individual,22000,Diesel,Manual,28.4,1248.0,74.02,5.0
365,2.99,Honda,City 1.5 V MT,14.0,Dealer,57977,Petrol,Manual,17.0,1497.0,118.0,5.0
366,3.78,Hyundai,Xcent 1.1 CRDi Base,8.0,Individual,70000,Diesel,Manual,24.4,1120.0,71.0,5.0
367,13.25,Mini,Cooper 3 DOOR S,12.0,Dealer,67000,Petrol,Automatic,17.33,1998.0,189.08,4.0
368,5.24,Maruti,Ertiga VDI,10.0,Dealer,48242,Diesel,Manual,20.77,1248.0,88.76,7.0
369,1.69,Ford,Figo Diesel EXI,12.0,Dealer,68000,Diesel,Manual,20.0,1399.0,68.05,5.0
370,5.0,Maruti,Ertiga ZDI,10.0,Individual,40000,Diesel,Manual,20.77,1248.0,88.8,7.0
371,20.0,Audi,Q7 2006-2020 3.0 TDI Quattro Premium Plus,12.0,Dealer,98000,Diesel,Automatic,12.07,2967.0,241.4,7.0
372,3.8,Maruti,Swift Dzire VDI,11.0,Individual,113450,Diesel,Manual,23.4,1248.0,74.0,5.0
373,4.0,Maruti,Wagon R AMT VXI,6.0,Individual,80000,Petrol,Automatic,20.51,998.0,67.0,5.0
374,5.65,Hyundai,Santro Sportz SE AMT BSIV,4.0,Dealer,1000,Petrol,Automatic,20.3,1086.0,68.0,5.0
375,3.35,Maruti,Wagon R VXI,9.0,Dealer,20292,Petrol,Manual,20.51,998.0,67.04,5.0
376,3.0,Mahindra,Scorpio 2009-2014 VLX 2WD 7S BSIV,14.0,Dealer,67900,Diesel,Manual,12.05,2179.0,120.0,7.0
377,2.0,Chevrolet,Beat Diesel LS,12.0,Individual,70000,Diesel,Manual,25.44,936.0,57.6,5.0
378,10.51,Mahindra,Scorpio 1.99 S10,9.0,Dealer,40000,Diesel,Manual,15.4,1997.0,120.0,7.0
379,5.1,Hyundai,Grand i10 1.2 CRDi Sportz Option,7.0,Individual,60000,Diesel,Manual,24.0,1186.0,73.97,5.0
380,3.7,Renault,KWID Climber 1.0 AMT,6.0,Individual,25000,Petrol,Automatic,24.04,999.0,67.0,5.0
381,2.0,Maruti,Wagon R LXI,18.0,Individual,70000,Petrol,Manual,18.9,998.0,67.1,5.0
382,6.25,Maruti,Baleno Delta 1.3,6.0,Individual,21000,Diesel,Manual,27.39,1248.0,74.0,5.0
383,12.9,Mahindra,Scorpio S7 140 BSIV,6.0,Dealer,39000,Diesel,Manual,16.36,2179.0,140.0,7.0
384,8.9,Hyundai,Creta 1.6 E Plus,7.0,Dealer,30000,Petrol,Manual,15.8,1591.0,121.3,5.0
385,4.2,Hyundai,Verna 1.6 CRDI,12.0,Dealer,61000,Diesel,Manual,22.32,1582.0,126.3,5.0
386,5.0,Maruti,Swift LXI Optional-O,7.0,Trustmark Dealer,5743,Petrol,Manual,20.4,1197.0,83.11,5.0
387,7.5,Nissan,Terrano XL Plus 85 PS,7.0,Dealer,44000,Diesel,Manual,20.45,1461.0,83.8,5.0
388,6.0,Hyundai,Grand i10 1.2 Kappa Asta,6.0,Individual,24200,Petrol,Manual,18.9,1197.0,81.86,5.0
389,5.9,Maruti,Baleno Delta 1.3,7.0,Individual,57000,Diesel,Manual,27.39,1248.0,74.0,5.0
390,1.9,Hyundai,i10 Magna,13.0,Dealer,58000,Petrol,Manual,20.36,1197.0,78.9,5.0
391,5.0,Datsun,GO Plus T Option BSIV,7.0,Individual,15000,Petrol,Manual,19.44,1198.0,67.0,7.0
392,4.5,Maruti,Celerio ZXI Optional,7.0,Individual,10000,Petrol,Manual,23.1,998.0,67.04,5.0
393,5.5,Mahindra,NuvoSport N8,8.0,Individual,70000,Diesel,Manual,17.45,1493.0,100.0,7.0
394,1.7,Chevrolet,Beat LT,13.0,Dealer,65000,Petrol,Manual,18.6,1199.0,79.4,5.0
395,6.5,Mahindra,XUV500 W6 2WD,9.0,Individual,100000,Diesel,Manual,15.1,2179.0,140.0,7.0
396,5.0,Maruti,Wagon R VXI Opt 1.2,4.0,Individual,10000,Petrol,Manual,20.52,1197.0,81.8,5.0
397,5.0,Hyundai,Xcent 1.2 Kappa AT SX Option,9.0,Individual,10000,Petrol,Automatic,16.9,1197.0,82.0,5.0
398,1.4,Maruti,Alto LXi,15.0,Individual,43000,Petrol,Manual,19.7,796.0,46.3,5.0
399,3.49,Honda,Amaze S Plus i-VTEC,11.0,Dealer,64000,CNG,Manual,18.0,1198.0,86.7,5.0
400,3.25,Maruti,Wagon R VXI with ABS,10.0,Individual,30000,Petrol,Manual,20.51,998.0,67.06,5.0
401,4.35,Honda,City i VTEC S,10.0,Dealer,63000,Petrol,Manual,17.8,1497.0,117.3,5.0
402,4.55,Maruti,Celerio VXI CNG BSIV,6.0,Dealer,28000,CNG,Manual,31.79,998.0,58.33,5.0
403,7.55,Honda,City i VTEC V,7.0,Dealer,32226,Petrol,Manual,17.8,1497.0,117.3,5.0
404,6.5,Renault,Koleos 2.0 Diesel,11.0,Dealer,63432,Diesel,Automatic,13.73,1995.0,148.0,5.0
405,40.0,Audi,A3 cabriolet 40 TFSI Premium Plus,6.0,Dealer,8000,Petrol,Automatic,16.6,1798.0,177.0,4.0
406,2.5,Honda,Brio V MT,11.0,Individual,80000,Petrol,Manual,19.4,1198.0,86.8,5.0
407,2.45,Maruti,Alto K10 VXI,10.0,Individual,65000,Petrol,Manual,23.95,998.0,67.05,5.0
408,13.5,Kia,Seltos HTK Plus D,5.0,Dealer,14000,Diesel,Manual,20.8,1493.0,113.4,5.0
409,2.15,Tata,Indigo LX (TDI) BS III,11.0,Individual,90760,Diesel,Manual,19.09,1396.0,69.0,5.0
410,4.0,Tata,Indigo LX (TDI) BS-III,8.0,Individual,80000,Diesel,Manual,19.09,1405.0,69.01,5.0
411,3.1,Renault,KWID AMT RXL,6.0,Individual,15000,Petrol,Automatic,24.04,999.0,67.0,5.0
412,12.65,Renault,Captur 1.5 Diesel RXT,6.0,Individual,12851,Diesel,Manual,20.37,1461.0,108.45,5.0
413,6.75,Maruti,Swift Dzire VDi,6.0,Dealer,32000,Diesel,Manual,19.3,1248.0,73.9,5.0
414,5.0,Maruti,Wagon R VXI 1.2,5.0,Individual,30000,Petrol,Manual,20.52,1197.0,81.8,5.0
415,3.0,Hyundai,i10 Sportz Option,14.0,Individual,25000,Petrol,Manual,20.36,1197.0,78.9,5.0
416,14.5,Mahindra,Scorpio S10 AT 2WD,8.0,Individual,35000,Diesel,Automatic,15.4,2179.0,120.0,7.0
417,5.3,Mahindra,Scorpio VLX 4WD BSIV,11.0,Individual,140000,Diesel,Manual,12.05,2179.0,120.0,8.0
418,5.75,Ford,Ecosport 1.5 DV5 MT Titanium,10.0,Trustmark Dealer,65597,Diesel,Manual,22.7,1498.0,89.84,5.0
419,2.4,Hyundai,Santro Xing GL CNG,12.0,Dealer,61785,CNG,Manual,17.0,1086.0,5.0,5.0
420,5.5,Hyundai,i20 2015-2017 Sportz 1.2,7.0,Individual,35000,Petrol,Manual,18.6,1197.0,81.83,5.0
421,5.0,Maruti,Ciaz VDi Plus,10.0,Individual,160000,Diesel,Manual,26.21,1248.0,88.5,5.0
422,6.43,Maruti,Baleno Delta,4.0,Individual,7124,Petrol,Manual,21.01,1197.0,81.8,5.0
423,10.0,Ford,Ecosport 2015-2021 S Petrol BSIV,5.0,Individual,15000,Petrol,Manual,18.1,999.0,123.24,5.0
424,6.11,Hyundai,Xcent 1.2 CRDi S,6.0,Dealer,22979,Diesel,Manual,25.4,1186.0,73.97,5.0
425,3.1,Toyota,Etios Liva GD,10.0,Individual,150000,Diesel,Manual,23.59,1364.0,67.04,5.0
426,5.5,Hyundai,Grand i10 Asta,8.0,Individual,34000,Petrol,Manual,18.9,1197.0,82.0,5.0
427,3.5,Renault,Scala Diesel RxZ Travelogue,9.0,Dealer,42000,Diesel,Manual,21.64,1461.0,84.8,5.0
428,3.0,Volkswagen,Vento Diesel Trendline,13.0,Individual,280000,Diesel,Manual,20.54,1598.0,103.6,5.0
429,4.7,Tata,Tigor 1.2 Revotron XT,6.0,Individual,40000,Petrol,Manual,20.3,1199.0,84.0,5.0
430,5.25,Honda,City i DTec V,10.0,Dealer,77000,Diesel,Manual,26.0,1498.0,98.6,5.0
431,4.69,Datsun,GO Plus T Option BSIV,7.0,Individual,15000,Petrol,Manual,19.44,1198.0,67.0,7.0
432,2.1,Maruti,Alto K10 2010-2014 VXI,12.0,Individual,60000,Petrol,Manual,20.92,998.0,67.1,5.0
433,2.0,Maruti,Alto 800 LXI,11.0,Individual,120000,Petrol,Manual,22.74,796.0,47.3,5.0
434,4.0,Renault,KWID 1.0 RXT Optional,5.0,Individual,2500,Petrol,Manual,23.01,999.0,67.0,5.0
435,21.5,Jaguar,XF 2.2 Litre Luxury,11.0,Dealer,50000,Diesel,Automatic,16.36,2179.0,187.7,5.0
436,3.4,Maruti,Celerio ZXI,8.0,Individual,46500,Petrol,Manual,23.1,998.0,67.04,5.0
437,0.95,Maruti,Alto LXi BSIII,19.0,Individual,5000,Petrol,Manual,19.7,796.0,46.3,5.0
438,20.5,Audi,Q3 35 TDI Quattro Premium Plus,9.0,Dealer,69000,Diesel,Automatic,15.73,1968.0,174.33,5.0
439,3.81,Maruti,Swift VDI,12.0,Individual,68000,Diesel,Manual,22.9,1248.0,74.0,5.0
440,7.75,Mercedes-Benz,C-Class C 250 CDI Elegance,13.0,Dealer,45000,Diesel,Automatic,14.94,2143.0,204.0,5.0
441,7.0,Maruti,Swift Dzire VDI,7.0,Individual,20000,Diesel,Manual,28.4,1248.0,74.02,5.0
442,6.75,Maruti,Ciaz Alpha Diesel,7.0,Dealer,106000,Diesel,Manual,28.09,1248.0,88.5,5.0
443,6.7,Honda,City i VTEC CVT SV,9.0,Dealer,28000,Petrol,Automatic,18.0,1497.0,117.3,5.0
444,10.5,Mahindra,XUV500 W6 2WD,6.0,Individual,50000,Diesel,Manual,16.0,2179.0,140.0,7.0
445,3.15,Renault,Scala Diesel RxL,10.0,Dealer,70000,Diesel,Manual,21.64,1461.0,84.8,5.0
446,3.6,Honda,City 1.5 S MT,13.0,Dealer,55000,Petrol,Manual,17.0,1497.0,118.0,5.0
